"OutletID","Title","Region","Postcode","Address","Telephone","Fax","Email","Website","Longitude","Latitude","Products"
"65638","Copacabana Cellars / COPACABANA","COPACABANA","2251","224 Del Monte Place, COPACABANA, NSW, 2251","","","","","151.4305291","-33.4909551","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"75364","Coral Sea Resort / AIRLIE BEACH","AIRLIE BEACH","4802","25 Oceanview Avenue, AIRLIE BEACH, QLD, 4802","","","","","148.7160396","-20.2637664","Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml"
"65646","Cordeaux Cellars / CORDEAUX","CORDEAUX","2526","Shop 1, 26 Derribong Drive, CORDEAUX, NSW, 2526","","","","","150.8377817","-34.4450341","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"62524","Corks Liquor / CONDER","CONDER","2906","Unit 2, 18 Norman Lindsay Street, CONDER, ACT, 2906","","","","","149.0934735","-35.4582369","Rare Penny Cabernet Sauvignon 750ml"
"44721","Country Grocers / FALLS CREEK","FALLS CREEK","3699","Slalom Street, FALLS CREEK, VIC, 3699","","","","","147.2796786","-36.8642491","Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"127464","Court House Hotel / MULLUMBIMBY","MULLUMBIMBY","2482","Corner Dalley And 31 Burringbar Streets, MULLUMBIMBY, NSW, 2482","","","","","153.4996409","-28.5531412","Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"65697","Crabbes Creek General Store / CRABBES CREEK","CRABBES CREEK","2483","Crabbes Creek Road, CRABBES CREEK, NSW, 2483","","","","","153.4762654","-28.4623462","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"22379","Craft Beer King / Premix King / MANIFOLD HEIGHTS","MANIFOLD HEIGHTS","3218","129 Shannon Avenue, MANIFOLD HEIGHTS, VIC, 3218","","","nichole@craftbeerking.com.au","","144.3365957","-38.1371992","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"9332","Craigieburn Liquor Zone / CRAIGIEBURN","CRAIGIEBURN","3064","67 Hamilton Street, CRAIGIEBURN, VIC, 3064","(03) 9333 8498","","craigieburnliquorzone@hotmail.com","","144.941435","-37.591687","Rare Penny Cabernet Merlot 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"77516","Craignish Country Club Hotel / CRAIGNISH","CRAIGNISH","4655","48-72 Castles Road, CRAIGNISH, QLD, 4655","","","","","152.7247113","-25.2849943","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"94880","Cranbourne South General Store / CRANBOURNE","CRANBOURNE","3977","235 Pearcedale Road, CRANBOURNE, VIC, 3977","03 9782 2930","","liquorcrngeneralstore@gmail.com","","145.2450288","-38.1488173","Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"35100","CRD Cellars / MELBOURNE","MELBOURNE","3004","7 Commercial Road, MELBOURNE, VIC, 3004","0480 446 533","","","","144.9858641","-37.8455215","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"43719","Croydon Park Cellars / CROYDON PARK","CROYDON PARK","2133","G.04/230-234 Georges River Road, CROYDON PARK, NSW, 2133","","","","","151.1058298","-33.896215","Rare Penny Shiraz 750ml"
"11723","Crust Pizza / BRIGHTON","BRIGHTON","3186","289 Bay Street, BRIGHTON, VIC, 3186","","","","","145.001967","-37.90527","Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"24523","Cue 8 Bar Billiards Club / CLAYTON","CLAYTON","3168","3/1866 Princess Highway, CLAYTON, VIC, 3168","","","","","145.1374325","-37.9220057","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Shiraz 750ml"
"35055","Cue and Crew / TUGGERAH","TUGGERAH","2259","Block E, 2 Reliance Drive, TUGGERAH, NSW, 2259","","","","","151.4214319","-33.3141749","Rare Penny Pinot Grigio 750ml"
"65899","Culcairn Supermarket / CULCAIRN","CULCAIRN","2660","36 Balfour Street, CULCAIRN, NSW, 2660","","","","","147.0360284","-35.6675469","Rare Penny Cabernet Sauvignon 750ml"
"88601","Cygnet Central Hotel / CYGNET","CYGNET","7112","58 Mary Street, CYGNET, TAS, 7112","03 6295 1470","","stuartcowen@hotmail.com","","147.0752363","-43.1584878","Rare Penny Chardonnay 750ml, Rare Penny Pinot Noir 750ml"
"67821","Dam Hotel / WYONG","WYONG","2259","Corner Pacific Highway 181-187 And Minnestota Road, WYONG, NSW, 2259","","","","","151.5034081","-33.2295467","Rare Penny Chardonnay 750ml"
"4631","Damore Cellars / LALOR","LALOR","3075","Shop 1, McKimmies Road, LALOR, VIC, 3075","","","","","145.0314023","-37.6752418","Rare Penny Shiraz 750ml"
"14714","Darley Bottleshop / DARLEY","DARLEY","3340","12a Albert Street, DARLEY, VIC, 3340","53672705","","","","144.4485112","-37.6550089","Rare Penny Shiraz 750ml"
"43583","Deakin Ave Liquor Harry Brown / MILDURA","MILDURA","3500","Tenancy 4, 481-484 Deakin Avenue, MILDURA, VIC, 3500","","","","","142.1352177","-34.2072519","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"102567","Deakin Cellars / MILDURA","MILDURA","3500","206 Deakin Avenue, MILDURA, VIC, 3500","03 50222888","","Pjs@ncable.com.au","","142.1546798","-34.1921631","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Shiraz 750ml"
"167","Delany Hotel / COOKS HILL","COOKS HILL","2300","132 Darby Street, COOKS HILL, NSW, 2300","","","","","151.7713921","-32.9313865","Rare Penny Cabernet Sauvignon 750ml"
"92599","Dendy Village Cellars / BRIGHTON","BRIGHTON","3186","765 Hampton Street, BRIGHTON, VIC, 3186","(03) 9592 3598","","","","145.005751","-37.919267","Rare Penny Pinot Noir 750ml"
"24538","Diagora/Functions At Arden Pty Ltd / NORTH MELBOURNE","NORTH MELBOURNE","3051","42-46 Straker Street, NORTH MELBOURNE, VIC, 3051","","","","","144.937295","-37.7965659","Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"123512","Dinner On The Table / CASTLE HILL","CASTLE HILL","2154","15/8 Victoria Avenue, CASTLE HILL, NSW, 2154","","","","","150.9787049","-33.731339","Rare Penny Shiraz 750ml"
"115433","District 14 / NARRE WARREN","NARRE WARREN","3805","14-22 Lauderdale Road, NARRE WARREN, VIC, 3805","","","","","145.3114115","-38.0249518","Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"92601","Dockendorf Licensed Supermarket / BRIGHTON","BRIGHTON","3186","12 Cochrane Street, BRIGHTON, VIC, 3186","03 9596 3585","","northbrightonliquor@gotogrocer.com.au","","144.9984053","-37.9043483","Rare Penny Pinot Noir 750ml"
"125235","Docs Liquor / RINGWOOD NORTH","RINGWOOD NORTH","3134","200 Warrandyte Road, RINGWOOD NORTH, VIC, 3134","","","","","145.2357392","-37.7944496","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"6103","Dolphin Heads Resort / DOLPHIN HEADS","DOLPHIN HEADS","4740","Beach Road, DOLPHIN HEADS, QLD, 4740","","","","","149.1821773","-21.0359405","Rare Penny Cabernet Sauvignon 750ml"
"9258","Dooleys Store / MURRURUNDI","MURRURUNDI","2338","60 Mayne Street, MURRURUNDI, NSW, 2338","","","","","150.8386326","-31.7648129","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"66211","Dorrigo Cellars / DORRIGO","DORRIGO","2453","24 Hickory Street, DORRIGO, NSW, 2453","","","","","152.7115846","-30.3397189","Rare Penny Shiraz 750ml"
"2407","Dromana Hotel / DROMANA","DROMANA","3936","151 Point Nepean Road, DROMANA, VIC, 3936","0359 871 922","","dromanabottleshop@gmail.com","","144.9677889","-38.3316","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"95152","Drum Theatre / DANDENONG","DANDENONG","3175","226 Lonsdale Street, DANDENONG, VIC, 3175","","","","","145.2147628","-37.9877251","Rare Penny Sauvignon Blanc 750ml"
"1402","Dry Dock Bottleshop / TWEED HEADS SOUTH","TWEED HEADS SOUTH","2486","Shop 4, 122 Dry Dock Road, TWEED HEADS SOUTH, NSW, 2486","0447 720 432","","paul@pubtaps.com.au","","153.5263958","-28.1946672","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"67992","Dudleys Liquor / KILLARNEY VALE","KILLARNEY VALE","2261","116-118 Wyong Road, KILLARNEY VALE, NSW, 2261","","","","","151.4637185","-33.3666396","Rare Penny Cabernet Merlot 750ml"
"69846","Dudleys Liquor / NARARA","NARARA","2250","Shop 1, 16 Deane Street, NARARA, NSW, 2250","","","","","151.3423926","-33.3939208","Rare Penny Cabernet Merlot 750ml, Rare Penny Chardonnay 750ml, Rare Penny Shiraz 750ml"
"2256","Duffy 5 Star / DUFFY","DUFFY","2611","2 Duffy Place, Corner of Glenmaggie Street, DUFFY, ACT, 2611","","","","","149.0325737","-35.3367229","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"94282","Duncans / CLAYTON SOUTH","CLAYTON SOUTH","3169","1459b Centre Road, CLAYTON SOUTH, VIC, 3169","","","","","145.128476","-37.929511","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"6000","East Hills Cellars / EAST HILLS","EAST HILLS","2213","22 Maclaurin Avenue, EAST HILLS, NSW, 2213","","","","","150.9849641","-33.9625096","Rare Penny Cabernet Merlot 750ml"
"130646","East Toukley Cellars / TOUKLEY","TOUKLEY","2263","17 Ray Street, TOUKLEY, NSW, 2263","","","","","151.5485878","-33.2668747","Rare Penny Cabernet Merlot 750ml, Rare Penny Pinot Noir 750ml"
"63990","Eastern Creek Tavern / BLACKTOWN","BLACKTOWN","2148","64 Huntingwood Drive, BLACKTOWN, NSW, 2148","","","","","150.8715671","-33.7958514","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml"
"74223","Eastern Suburbs Legion Club Ltd / WAVERLEY","WAVERLEY","2024","213 Bronte Road, WAVERLEY, NSW, 2024","","","","","151.2539157","-33.9011735","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Shiraz 750ml"
"130759","Eating House / ROWVILLE","ROWVILLE","3178","Shop 17/1100 Wellington Road, ROWVILLE, VIC, 3178","","","","","145.2516655","-37.9283356","Rare Penny Prosecco 750ml"
"96067","Edenhope Department Store / EDENHOPE","EDENHOPE","3318","45 Elizabeth Street, EDENHOPE, VIC, 3318","","","","","141.2976763","-37.0360074","Rare Penny Cabernet Sauvignon 750ml"
"14678","Edgemill Group / LAVERTON NORTH","LAVERTON NORTH","3026","37 - 39 William Angliss Drive, LAVERTON NORTH, VIC, 3026","","","","","144.7739791","-37.823389","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"105949","Edwardes Street Liquor / RESERVOIR","RESERVOIR","3073","2 / 38 Edwardes Street, RESERVOIR, VIC, 3073","94601433","","goldenearthliquor@gmail.com","","144.9864382","-37.7138742","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml"
"64909","El Cortez Hotel / CANLEY HEIGHTS","CANLEY HEIGHTS","2166","Corner Avoca & Canley Vale Roads, CANLEY HEIGHTS, NSW, 2166","","","","","150.9265017","-33.8842423","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"4731","Elevation / EMERALD","EMERALD","3782","374 Main Road, EMERALD, VIC, 3782","","","","","145.4430474","-37.9312524","Rare Penny Cabernet Merlot 750ml"
"3251","Elgin Inn Hotel / HAWTHORN","HAWTHORN","3122","75 Burwood Road, HAWTHORN, VIC, 3122","(03) 9819 3338","","info@elgininn.com.au","","145.025285","-37.821287","Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml"
"66652","Erina Heights Cellars / ERINA HEIGHTS","ERINA HEIGHTS","2260","Ritchies SUPA IGA, 375 The Entrance Road, ERINA HEIGHTS, NSW, 2260","","","","","151.4009626","-33.4248943","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Prosecco 750ml"
"66684","Eungai Rail Store And Liquor / EUNGAI RAIL","EUNGAI RAIL","2441","10 Station Street, EUNGAI RAIL, NSW, 2441","","","","","152.9013546","-30.8510133","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Shiraz 750ml"
"32260","Executive Centre / DOCKLANDS","DOCKLANDS","3008","Level 23, Tower 5/727 Collins Street, DOCKLANDS, VIC, 3008","","","","","144.95017","-37.8209903","Rare Penny Chardonnay 750ml, Rare Penny Prosecco 750ml"
"10009","Fairfield Le Grocerie / FAIRFIELD","FAIRFIELD","3078","143 Station Street, FAIRFIELD, VIC, 3078","","","","","145.0188562","-37.7765906","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"66727","Fairfield West Cellars / FAIRFIELD WEST","FAIRFIELD WEST","2165","222 Hamilton Road, FAIRFIELD WEST, NSW, 2165","","","","","150.937985","-33.872227","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Shiraz 750ml"
"21995","Fancy Free / MELBOURNE","MELBOURNE","3000","Shop 1, 360 Collins Street, MELBOURNE, VIC, 3000","","","","","144.9621081","-37.8158482","Rare Penny Pinot Noir 750ml"
"81906","Fasta Pasta / THURINGOWA CENTRAL","THURINGOWA CENTRAL","4817","Shop 8a, Cannon Park City Centre, 31-56 High Range Drive, THURINGOWA CENTRAL, QLD, 4817","","","","","146.7255096","-19.3201484","Rare Penny Pinot Noir 750ml"
"31015","Fed Cafe / ALBERT PARK","ALBERT PARK","3206","131 Dundas Place, ALBERT PARK, VIC, 3206","","","","","144.9539778","-37.841468","Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"78021","Federal Hotel / GATTON","GATTON","4343","6 Railway Street, GATTON, QLD, 4343","(07) 5462 4800","","","","152.277493","-27.5559389","Rare Penny Shiraz 750ml"
"78569","Federal Hotel / IPSWICH","IPSWICH","4305","214 Brisbane Street, IPSWICH, QLD, 4305","(07) 3281 4855","","annak_pier@hotmail.com","","152.7528269","-27.6152976","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"413","Federation Cellars / WODONGA","WODONGA","3690","2 Barton Street, WODONGA, VIC, 3690","","","","","146.8561927","-36.1344579","Rare Penny Shiraz 750ml"
"66755","Fingal Bay Cellars / FINGAL BAY","FINGAL BAY","2315","2 Market Street, FINGAL BAY, NSW, 2315","","","","","152.1693582","-32.7490654","Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml"
"6126","Firehouse / RINGWOOD","RINGWOOD","3134","253 Maroondah Highway, RINGWOOD, VIC, 3134","","","","","145.2331282","-37.8134234","Rare Penny Prosecco 750ml"
"71327","Flynns Beach Cellars / PORT MACQUARIE","PORT MACQUARIE","2444","57 Pacific Drive, PORT MACQUARIE, NSW, 2444","","","","","152.9258553","-31.4440684","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"104285","Foodmarket Cellars / NOBLE PARK","NOBLE PARK","3174","14 Heyington Crescent, NOBLE PARK, VIC, 3174","0466 021 081","","he.marcelo740@gmail.com","","145.197114","-37.962223","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"106851","Foodway / SEA LAKE","SEA LAKE","3533","65 Best Street, SEA LAKE, VIC, 3533","","","","","142.8501672","-35.5039425","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Shiraz 750ml"
"102305","Foodway Fresh (Closed) / MELTON","MELTON","3337","413-429 High Street, MELTON, VIC, 3337","(03) 9743 2975","","melton@stores.foodworks.com.au","","144.5788281","-37.6842905","Rare Penny Cabernet Sauvignon 750ml"
"6133","Foodworks (Closed) / TATURA","TATURA","3616","112 Hogan Street, TATURA, VIC, 3616","","","","","145.2266975","-36.4403567","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"97310","Foodworks - Baden Powell Cellars / FRANKSTON","FRANKSTON","3199","58 Norman Avenue, FRANKSTON, VIC, 3199","0421 795 757","","sammyhanna@bigpond.com","","145.1087577","-38.1669974","Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"21814","Foodworks - Golden Land / PASCOE VALE","PASCOE VALE","3044","435 Gaffney Street, PASCOE VALE, VIC, 3044","(03) 9379 3209","","","","144.9279346","-37.7305771","Rare Penny Shiraz 750ml"
"96332","Foodworks - Japb Pty Ltd / ELWOOD","ELWOOD","3184","109 Ormond Road, ELWOOD, VIC, 3184","","","","","144.9880978","-37.8852981","Rare Penny Cabernet Sauvignon 750ml"
"67470","Foodworks - REWD Pty Ltd / HAY","HAY","2711","110 Lachlan Street, HAY, NSW, 2711","","","","","144.843087","-34.5100862","Rare Penny Cabernet Sauvignon 750ml"
"90382","Foodworks / ALTONA","ALTONA","3018","2 Harrington Square, ALTONA, VIC, 3018","93981129","","","","144.8140935","-37.8645775","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"90486","Foodworks / APOLLO BAY","APOLLO BAY","3233","Corner 4 Hardy And Pascoe Street, APOLLO BAY, VIC, 3233","","","apollobayliquor@reddrop.com.au","","143.6680743","-38.7548668","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"90733","Foodworks / ASPENDALE","ASPENDALE","3195","130 Station Street, ASPENDALE, VIC, 3195","039 580 1379","","afwsupermarket@gmail.com","","145.102276","-38.026607","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"90845","Foodworks / BACCHUS MARSH","BACCHUS MARSH","3340","1, 9 Bennett Street, BACCHUS MARSH, VIC, 3340","","","","","144.4373344","-37.6741353","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"104762","Foodworks / BENTLEIGH EAST","BENTLEIGH EAST","3165","933 Centre Road, BENTLEIGH EAST, VIC, 3165","039 570 2427","","fg168@hotmail.com","","145.0736089","-37.9226766","Rare Penny Cabernet Merlot 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"36753","Foodworks / BROULEE","BROULEE","2537","Shops 7-10, 40 Train Street, BROULEE, NSW, 2537","","","","","150.1701501","-35.8446147","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"30451","Foodworks / BRUNSWICK EAST","BRUNSWICK EAST","3057","474 Lygon Street, BRUNSWICK EAST, VIC, 3057","039383 2775","","foodworksbrunswickeast@gmail.com","","144.9734118","-37.7631173","Rare Penny Cabernet Sauvignon 750ml"
"14616","Foodworks / BRUNSWICK WEST","BRUNSWICK WEST","3055","52 Melville Road, BRUNSWICK WEST, VIC, 3055","(03) 9380 6191","","","","144.9441918","-37.764659","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"93126","Foodworks / BUNINYONG","BUNINYONG","3357","320 Learmonth Street, BUNINYONG, VIC, 3357","53413263","","","","143.8845937","-37.6500832","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Rose 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"93791","Foodworks / CASTERTON","CASTERTON","3311","50 Henty Street, CASTERTON, VIC, 3311","55811003","","Castertonfoodworks@superate.com.au","","141.4060824","-37.5838825","Rare Penny Cabernet Sauvignon 750ml"
"93922","Foodworks / CAULFIELD SOUTH","CAULFIELD SOUTH","3162","799-801 Glen Huntly Road, CAULFIELD SOUTH, VIC, 3162","","","","","145.0223778","-37.8866914","Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Shiraz 750ml"
"94557","Foodworks / COLDSTREAM","COLDSTREAM","3770","670-672 Maroondah Highway, COLDSTREAM, VIC, 3770","(03) 9739 1466","","info@rayford.com.au","","145.3786147","-37.7246962","Rare Penny Cabernet Merlot 750ml, Rare Penny Chardonnay 750ml"
"94648","Foodworks / COLLINGWOOD","COLLINGWOOD","3066","199-201 Johnston Street, COLLINGWOOD, VIC, 3066","","","","","144.9922261","-37.7999328","Rare Penny Cabernet Sauvignon 750ml"
"132693","Foodworks / CONDOBOLIN","CONDOBOLIN","2877","24 Denison Street, CONDOBOLIN, NSW, 2877","","","","","147.1522378","-33.0866408","Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"128263","Foodworks / COOLAMON","COOLAMON","2701","117 Mann Street, COOLAMON, NSW, 2701","","","","","147.2026692","-34.8145029","Rare Penny Cabernet Merlot 750ml, Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Noir 750ml"
"34980","Foodworks / DOREEN","DOREEN","3754","6/100 Cookes Road, DOREEN, VIC, 3754","(03) 9087 6839","","doreen@mannafoods.com.au","","145.1153409","-37.5991647","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"95878","Foodworks / EAST GEELONG","EAST GEELONG","3219","259 Myers Street, EAST GEELONG, VIC, 3219","","","xingdm83@163.com","","144.371699","-38.1547785","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Chardonnay 750ml"
"131570","Foodworks / EAST GRESFORD","EAST GRESFORD","2311","63 Park Street, EAST GRESFORD, NSW, 2311","","","","","151.5527725","-32.428882","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Grigio 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"130505","Foodworks / EILDON","EILDON","3713","17 Main Street, EILDON, VIC, 3713","03 5774 2373","","eildon@gotogrocer.com.au","","145.9099695","-37.2331045","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Prosecco 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
"38447","Foodworks / ESTELLA","ESTELLA","2650","2-12 Rainow Drive, ESTELLA, NSW, 2650","","","","","147.3493535","-35.0746557","Rare Penny Cabernet Sauvignon 750ml, Rare Penny Pinot Noir 750ml, Rare Penny Sauvignon Blanc 750ml, Rare Penny Shiraz 750ml"
